Date,Close
16-01-2024,472.299988
17-01-2024,466.600006
18-01-2024,465.5
19-01-2024,471.5
23-01-2024,459.299988
24-01-2024,463.600006
25-01-2024,455.649994
29-01-2024,449.799988
30-01-2024,438.049988
31-01-2024,441.549988
01-02-2024,442.899994
02-02-2024,440.100006
05-02-2024,438.049988
06-02-2024,431.399994
07-02-2024,431.799988
08-02-2024,414.549988
09-02-2024,415.5
12-02-2024,406.850006
13-02-2024,406.75
14-02-2024,411.549988
15-02-2024,403.899994
16-02-2024,404.600006
19-02-2024,409.25
20-02-2024,406.100006
21-02-2024,403.350006
22-02-2024,414.450012
23-02-2024,411.399994
26-02-2024,409.200012
27-02-2024,411.149994
28-02-2024,408.299988
29-02-2024,406.299988
01-03-2024,409.5
04-03-2024,409.100006
05-03-2024,406.149994
06-03-2024,407.850006
07-03-2024,413.549988
11-03-2024,409.399994
12-03-2024,404.450012
13-03-2024,422.450012
14-03-2024,419.649994
